credit_card_number,credit_card_provider,transaction_type,event_ts,transaction_currency,transaction_amount
3579231675637215,VISA 16 digit,purchase,2024-01-27T06:58:00.000Z,COP,139067
4062261666016782,JCB 16 digit,purchase,2024-03-09T06:02:00.000Z,USD,164572
3543207741944036,JCB 16 digit,cash_advance,2024-02-29T09:18:00.000Z,COP,95219
4745645047255470,Maestro,purchase,2024-01-26T12:12:00.000Z,BRL,102158
3552362123460982,VISA 16 digit,purchase,2024-01-29T12:11:00.000Z,COP,123099
4461120781003387610,JCB 15 digit,purchase,2024-03-06T02:33:00.000Z,COP,72680
340407520192895,VISA 19 digit,purchase,2024-02-01T10:18:00.000Z,BRL,125162
4683090424807691920,JCB 16 digit,purchase,2024-03-24T20:21:00.000Z,BRL,123413
3528211397859406,VISA 16 digit,purchase,2024-01-03T07:55:00.000Z,COP,164804
4793196919514,American Express,purchase,2024-03-17T13:09:00.000Z,BRL,156347
378170399630602,Mastercard,purchase,2024-03-31T12:35:00.000Z,COP,126445
501887068689,Maestro,cash_advance,2024-01-26T23:30:00.000Z,USD,179815
676225136677,Mastercard,purchase,2024-02-18T22:53:00.000Z,BRL,85586
377950964195474,JCB 16 digit,purchase,2024-03-18T23:46:00.000Z,BRL,97404
4934232069597,VISA 16 digit,purchase,2024-02-14T08:21:00.000Z,USD,104732
342222712827739,American Express,purchase,2024-01-13T12:49:00.000Z,USD,163381
6011111686929018,VISA 16 digit,purchase,2024-03-17T19:36:00.000Z,COP,188340
180011998124449,Diners Club / Carte Blanche,purchase,2024-02-11T16:25:00.000Z,USD,177791
2257715274571933,VISA 13 digit,purchase,2024-01-20T22:38:00.000Z,COP,163782
4272945584858921,JCB 16 digit,purchase,2024-01-10T00:23:00.000Z,COP,121181
4640183770060608,VISA 19 digit,purchase,2024-01-12T13:54:00.000Z,ARS,169510
4352185488641,JCB 15 digit,purchase,2024-01-27T16:44:00.000Z,COP,161477
503808819778,VISA 16 digit,purchase,2024-02-27T22:07:00.000Z,USD,161151
502075743612,VISA 13 digit,purchase,2024-03-06T23:16:00.000Z,COP,179018
4000214598571,JCB 15 digit,purchase,2024-02-18T04:16:00.000Z,USD,110333
4757640040218828,VISA 16 digit,purchase,2024-02-11T20:26:00.000Z,USD,122750
36687300543040,VISA 13 digit,purchase,2024-03-24T18:59:00.000Z,COP,143813
340682180423836,American Express,purchase,2024-02-27T05:42:00.000Z,BRL,76027
4506704215018200894,Discover,purchase,2024-02-24T14:21:00.000Z,USD,160175
6584567236535844,JCB 16 digit,cash_advance,2024-03-20T00:56:00.000Z,MEX,88575
5131860908558537,VISA 13 digit,purchase,2024-01-23T16:38:00.000Z,ARS,162300
30172277982121,Maestro,purchase,2024-01-03T07:46:00.000Z,COP,136135
2267328361239642,VISA 19 digit,purchase,2024-02-18T18:49:00.000Z,ARS,131669
2517728781831571,Maestro,cash_advance,2024-02-25T03:43:00.000Z,ARS,116047
4508261796286,Maestro,purchase,2024-02-12T22:53:00.000Z,USD,136527
30410046435207,JCB 16 digit,purchase,2024-03-29T17:02:00.000Z,COP,117085
639009024766,JCB 16 digit,purchase,2024-03-09T13:39:00.000Z,BRL,149248
2703530383660992,VISA 16 digit,purchase,2024-02-25T14:48:00.000Z,ARS,142691
348727907436488,Diners Club / Carte Blanche,purchase,2024-02-21T13:58:00.000Z,COP,118325
180075682467265,Mastercard,purchase,2024-03-16T16:04:00.000Z,COP,168272
3543771189192911,VISA 16 digit,purchase,2024-01-14T20:02:00.000Z,BRL,96347
6011889425698602,VISA 16 digit,purchase,2024-01-04T18:10:00.000Z,MEX,84730
4221469943151,Discover,purchase,2024-01-12T14:13:00.000Z,COP,168974
3508372282969496,JCB 16 digit,purchase,2024-02-28T01:48:00.000Z,COP,165255
3504249234143624,VISA 19 digit,purchase,2024-01-16T06:28:00.000Z,COP,109824
375659493631956,Diners Club / Carte Blanche,purchase,2024-01-07T08:24:00.000Z,USD,131869
4360956974183005,VISA 13 digit,cash_advance,2024-01-21T23:27:00.000Z,USD,130697
4777681526355004937,JCB 15 digit,cash_advance,2024-03-10T15:08:00.000Z,USD,184569
379783456547714,Maestro,cash_advance,2024-02-03T19:12:00.000Z,ARS,113742
6011431498017780,VISA 16 digit,purchase,2024-01-03T22:26:00.000Z,ARS,93943
4778585435255754358,Maestro,purchase,2024-01-14T21:06:00.000Z,USD,157120
5478380835537463,VISA 19 digit,purchase,2024-02-18T06:13:00.000Z,USD,187475
347318481888624,Mastercard,purchase,2024-02-05T02:02:00.000Z,USD,169934
4980390441526861,VISA 13 digit,purchase,2024-03-09T21:05:00.000Z,BRL,120118
6510351540249536,VISA 16 digit,purchase,2024-02-07T02:07:00.000Z,USD,150076
6523455997778932,Maestro,purchase,2024-03-19T03:32:00.000Z,USD,123165
6011736237041531,American Express,purchase,2024-02-09T06:37:00.000Z,USD,189925
30554608740635,Mastercard,purchase,2024-02-02T14:46:00.000Z,COP,142508
4638373343709,JCB 15 digit,purchase,2024-01-30T05:25:00.000Z,COP,97683
4057342891039,JCB 16 digit,purchase,2024-02-22T15:03:00.000Z,COP,135171
6011436523501179,Discover,purchase,2024-02-18T12:25:00.000Z,COP,146143
4867212825997203,JCB 16 digit,purchase,2024-03-11T00:11:00.000Z,COP,184378
4964933550304842,JCB 16 digit,purchase,2024-02-07T18:51:00.000Z,COP,111842
3535697588832320,Mastercard,purchase,2024-02-15T19:54:00.000Z,USD,135951
36599675741564,Diners Club / Carte Blanche,purchase,2024-03-07T07:50:00.000Z,COP,142082
4643972319225,American Express,purchase,2024-02-23T19:21:00.000Z,ARS,78052
3584587000124861,VISA 16 digit,purchase,2024-03-27T14:30:00.000Z,COP,159877
4651047627937472,Maestro,purchase,2024-03-30T06:02:00.000Z,COP,79326
3571587105658743,Mastercard,purchase,2024-03-23T16:05:00.000Z,COP,161013
582166041639,VISA 16 digit,purchase,2024-02-13T08:54:00.000Z,USD,149932
579536299467,VISA 16 digit,cash_advance,2024-03-27T01:34:00.000Z,USD,187874
30201348399559,Maestro,purchase,2024-01-11T03:24:00.000Z,COP,154348
3575629034091269,Mastercard,purchase,2024-02-25T04:52:00.000Z,ARS,87352
4779330098067,Mastercard,purchase,2024-01-30T01:28:00.000Z,MEX,96346
378580189794469,Discover,purchase,2024-01-09T02:07:00.000Z,COP,154990
180034857262936,JCB 15 digit,purchase,2024-02-07T19:12:00.000Z,COP,103443
340653763225161,Discover,purchase,2024-01-13T11:02:00.000Z,ARS,184043
3597041591733735,JCB 16 digit,purchase,2024-02-28T15:54:00.000Z,MEX,120852
2279891454168594,Mastercard,purchase,2024-02-11T03:04:00.000Z,USD,207217
2272334180628505,JCB 15 digit,purchase,2024-01-09T01:34:00.000Z,MEX,150900
38095909085306,VISA 16 digit,purchase,2024-01-14T02:28:00.000Z,BRL,116420
3556297005902162,JCB 16 digit,purchase,2024-02-04T18:11:00.000Z,COP,139921
060491100982,VISA 16 digit,purchase,2024-03-03T04:57:00.000Z,USD,124894
3573734365113088,VISA 19 digit,purchase,2024-03-31T14:24:00.000Z,ARS,213550
3589301812239304,VISA 19 digit,purchase,2024-02-23T14:56:00.000Z,USD,174011
180024005965225,Discover,purchase,2024-02-03T20:11:00.000Z,MEX,142870
6011788308262322,JCB 16 digit,purchase,2024-01-18T23:30:00.000Z,MEX,202414
4982092409658342,Diners Club / Carte Blanche,purchase,2024-03-23T04:43:00.000Z,USD,170070
377132208806519,VISA 16 digit,purchase,2024-03-08T20:03:00.000Z,COP,156291
3590246316266484,JCB 15 digit,purchase,2024-01-20T23:50:00.000Z,ARS,141025
378145627330548,VISA 19 digit,purchase,2024-03-21T11:51:00.000Z,COP,90406
2706724302077381,VISA 19 digit,cash_advance,2024-01-08T00:18:00.000Z,COP,219607
375209086233750,VISA 16 digit,purchase,2024-01-11T10:18:00.000Z,COP,91892
374713099680452,VISA 19 digit,purchase,2024-03-13T16:00:00.000Z,COP,152626
4570435602535,Discover,purchase,2024-01-09T05:59:00.000Z,USD,114795
588608980300,VISA 16 digit,purchase,2024-02-22T17:48:00.000Z,BRL,148809
6589097982720460,VISA 16 digit,purchase,2024-02-23T19:12:00.000Z,COP,139223
3581993866711234,JCB 15 digit,purchase,2024-01-16T09:35:00.000Z,ARS,109463
3583883858102047,VISA 13 digit,purchase,2024-02-14T06:51:00.000Z,USD,123709
2269357661165809,Diners Club / Carte Blanche,purchase,2024-01-01T18:27:00.000Z,USD,128997
4445463794839576,JCB 16 digit,purchase,2024-03-06T13:50:00.000Z,COP,128663
30546284814098,VISA 19 digit,cash_advance,2024-01-24T02:04:00.000Z,ARS,127598
3585335883153261,VISA 16 digit,purchase,2024-02-27T23:52:00.000Z,COP,194897
180067036370808,JCB 16 digit,purchase,2024-01-06T19:10:00.000Z,BRL,135581
501850299709,Mastercard,purchase,2024-03-09T17:45:00.000Z,COP,76191
4143463948527904415,JCB 16 digit,cash_advance,2024-03-30T20:56:00.000Z,USD,127150
2234264665744153,VISA 16 digit,purchase,2024-01-02T22:59:00.000Z,USD,113171
3567455730449837,VISA 13 digit,purchase,2024-02-04T09:03:00.000Z,ARS,187118
344075127166749,VISA 19 digit,purchase,2024-01-18T11:52:00.000Z,MEX,135319
639004791062,VISA 16 digit,purchase,2024-02-23T21:38:00.000Z,MEX,191140
630440844920,Maestro,purchase,2024-01-20T10:04:00.000Z,ARS,185483
3572341547338202,VISA 13 digit,cash_advance,2024-01-21T17:34:00.000Z,COP,223056
4960734704853997,VISA 13 digit,purchase,2024-02-17T10:36:00.000Z,COP,127795
5326911215907019,VISA 19 digit,purchase,2024-03-30T00:23:00.000Z,ARS,108969
3509679425655983,VISA 19 digit,purchase,2024-01-10T02:57:00.000Z,ARS,143578
3503051997467849,American Express,purchase,2024-01-21T09:09:00.000Z,USD,146747
4222901686523,Mastercard,purchase,2024-01-20T18:58:00.000Z,USD,133829
213138413564411,JCB 16 digit,purchase,2024-03-19T23:40:00.000Z,USD,202538
375153344216787,Mastercard,cash_advance,2024-01-24T21:00:00.000Z,COP,180276
213122230681244,VISA 19 digit,purchase,2024-01-21T22:23:00.000Z,USD,97375
2291951447680123,VISA 19 digit,purchase,2024-03-02T00:44:00.000Z,BRL,146597
4890752042507,JCB 15 digit,purchase,2024-01-25T06:56:00.000Z,COP,181006
180085313431069,American Express,purchase,2024-03-18T15:21:00.000Z,COP,76348
3584662194439019,Mastercard,purchase,2024-01-22T07:38:00.000Z,BRL,118134
4813275583517336,JCB 16 digit,purchase,2024-03-22T16:16:00.000Z,COP,135030
2242568107278566,Diners Club / Carte Blanche,purchase,2024-03-26T14:17:00.000Z,USD,155936
6011046903794524,VISA 16 digit,purchase,2024-01-26T17:09:00.000Z,COP,127063
3501215873981718,VISA 16 digit,purchase,2024-01-26T08:41:00.000Z,USD,211072
5575458283206617,VISA 19 digit,purchase,2024-01-16T18:09:00.000Z,USD,148818
4782030377042738828,JCB 16 digit,purchase,2024-02-22T09:44:00.000Z,COP,136604
3578938398869278,JCB 15 digit,purchase,2024-03-11T18:08:00.000Z,MEX,42607
213113354482725,VISA 19 digit,purchase,2024-02-26T05:52:00.000Z,MEX,116327
4582077853790695,Mastercard,purchase,2024-01-31T22:13:00.000Z,COP,166937
374379243080765,Discover,purchase,2024-02-23T06:45:00.000Z,ARS,61959
374746424240030,VISA 16 digit,purchase,2024-02-18T19:35:00.000Z,BRL,144406
4698470583608199,Discover,purchase,2024-02-26T10:32:00.000Z,USD,173235
343409633273411,VISA 19 digit,purchase,2024-01-28T19:35:00.000Z,USD,166464
676286744963,VISA 16 digit,purchase,2024-03-08T01:52:00.000Z,USD,169458
4516605161877795,JCB 15 digit,purchase,2024-02-27T06:51:00.000Z,USD,117196
4959306878050497489,JCB 16 digit,purchase,2024-01-14T22:21:00.000Z,BRL,111854
213122814468455,Diners Club / Carte Blanche,purchase,2024-01-15T12:08:00.000Z,USD,102071
2719467247522443,Maestro,purchase,2024-01-31T09:41:00.000Z,COP,152689
4214601662383,VISA 19 digit,purchase,2024-02-21T11:31:00.000Z,COP,92383
4372062584376042,Maestro,purchase,2024-01-25T18:51:00.000Z,COP,73203
180091930642856,VISA 19 digit,purchase,2024-01-26T01:05:00.000Z,COP,158479
30536983155786,VISA 19 digit,purchase,2024-02-01T19:57:00.000Z,USD,211461
2246658373635957,VISA 16 digit,cash_advance,2024-03-11T13:31:00.000Z,USD,146314
3552626839738851,VISA 16 digit,purchase,2024-03-08T12:32:00.000Z,ARS,216124
3596103286023581,VISA 16 digit,purchase,2024-03-31T08:30:00.000Z,MEX,127723
4336613528854,JCB 16 digit,cash_advance,2024-01-04T10:26:00.000Z,COP,170802
6011754138741984,Maestro,purchase,2024-03-28T23:06:00.000Z,COP,88247
4393424071948508,VISA 16 digit,purchase,2024-02-06T03:50:00.000Z,USD,108427
4818267348709691,VISA 16 digit,purchase,2024-01-13T20:58:00.000Z,ARS,156190
3563699740999174,Discover,purchase,2024-02-22T07:10:00.000Z,COP,152908
4312110696387,JCB 16 digit,purchase,2024-01-25T15:57:00.000Z,COP,126141
3501984314718662,JCB 15 digit,purchase,2024-03-16T06:52:00.000Z,COP,137599
180067029146959,American Express,purchase,2024-02-11T10:54:00.000Z,MEX,146998
3575310758099982,VISA 16 digit,purchase,2024-03-03T12:24:00.000Z,COP,149993
30442160696637,Maestro,cash_advance,2024-01-17T10:03:00.000Z,USD,102965
371632471891607,Diners Club / Carte Blanche,purchase,2024-03-15T01:32:00.000Z,COP,145325
3557230818219754,VISA 16 digit,purchase,2024-02-04T06:00:00.000Z,COP,176147
375281449156457,American Express,purchase,2024-01-23T13:36:00.000Z,COP,194257
3589363519348168,JCB 15 digit,cash_advance,2024-03-15T11:41:00.000Z,USD,149773
6011053497678147,American Express,purchase,2024-03-11T01:20:00.000Z,USD,65642
2228994392354763,Mastercard,purchase,2024-01-28T09:57:00.000Z,COP,130025
3560121108041930,JCB 16 digit,purchase,2024-03-07T21:34:00.000Z,COP,26778
4615246290736949,JCB 16 digit,purchase,2024-01-12T12:28:00.000Z,COP,248081
213128212894036,American Express,purchase,2024-03-03T23:19:00.000Z,COP,241838
4417401401177166,JCB 16 digit,purchase,2024-03-06T21:47:00.000Z,USD,102586
3519527776062986,JCB 16 digit,purchase,2024-03-19T20:42:00.000Z,COP,124545
342454382006167,VISA 19 digit,cash_advance,2024-03-09T03:55:00.000Z,ARS,178944
676130564310,VISA 16 digit,purchase,2024-03-30T09:48:00.000Z,BRL,139983
378334898741316,VISA 19 digit,purchase,2024-02-15T03:40:00.000Z,MEX,139874
4874592709357215,American Express,purchase,2024-02-18T16:06:00.000Z,COP,127413
30355398583353,VISA 16 digit,cash_advance,2024-02-09T12:08:00.000Z,BRL,126205
2232421889316869,JCB 15 digit,purchase,2024-03-15T21:51:00.000Z,USD,104786
3528698685564179,Mastercard,purchase,2024-03-09T17:43:00.000Z,COP,180113
3592250670400919,JCB 16 digit,purchase,2024-02-02T18:47:00.000Z,USD,193142
213170747481798,American Express,purchase,2024-02-19T21:59:00.000Z,MEX,178653
180043965111968,VISA 16 digit,purchase,2024-03-25T12:33:00.000Z,ARS,92037
4248245491715467,Diners Club / Carte Blanche,purchase,2024-03-28T02:37:00.000Z,COP,118958
4131799156537071007,VISA 19 digit,purchase,2024-03-29T10:41:00.000Z,USD,189237
4753263719784668847,Mastercard,purchase,2024-03-14T02:14:00.000Z,USD,138033
3531363970150235,Mastercard,purchase,2024-02-06T09:12:00.000Z,USD,151616
4441163470911129,VISA 16 digit,purchase,2024-03-17T11:40:00.000Z,BRL,167020
2239143740630865,VISA 19 digit,purchase,2024-01-21T10:09:00.000Z,USD,181177
4093038095687422,VISA 13 digit,purchase,2024-02-12T13:02:00.000Z,COP,169958
378342750213407,Diners Club / Carte Blanche,purchase,2024-03-25T11:36:00.000Z,MEX,154043
4603466913891,VISA 16 digit,purchase,2024-02-24T22:02:00.000Z,COP,132240
6011322091817025,VISA 19 digit,purchase,2024-03-23T21:50:00.000Z,USD,153015
4495725519579177206,Mastercard,purchase,2024-02-17T07:00:00.000Z,MEX,103360
502097537208,Diners Club / Carte Blanche,purchase,2024-03-26T16:30:00.000Z,COP,185677
4398920839830113769,American Express,purchase,2024-03-23T04:05:00.000Z,MEX,117701
213151676151008,VISA 16 digit,purchase,2024-02-14T08:29:00.000Z,ARS,106579
4547604278854690235,American Express,purchase,2024-01-29T03:58:00.000Z,USD,121018
563184651492,JCB 15 digit,purchase,2024-01-23T21:14:00.000Z,COP,50746
4737035539469070,Maestro,purchase,2024-01-30T09:32:00.000Z,MEX,155149
4100944392717493104,JCB 16 digit,purchase,2024-01-19T18:37:00.000Z,BRL,191231
38733160361681,Diners Club / Carte Blanche,purchase,2024-03-04T17:30:00.000Z,MEX,122345
377138392340702,VISA 16 digit,purchase,2024-01-17T07:57:00.000Z,USD,63851
3551679422518843,JCB 15 digit,cash_advance,2024-01-20T00:10:00.000Z,ARS,155326
4739920026613,VISA 16 digit,purchase,2024-01-27T14:06:00.000Z,BRL,172810
30183515379814,American Express,purchase,2024-02-29T22:10:00.000Z,COP,165254
4680774339159,VISA 13 digit,purchase,2024-01-20T02:35:00.000Z,MEX,198439
348884678606771,Maestro,purchase,2024-02-28T09:01:00.000Z,COP,145916
2281117698518774,Mastercard,cash_advance,2024-03-17T11:08:00.000Z,USD,150758
180057054415148,VISA 13 digit,purchase,2024-01-09T18:08:00.000Z,USD,153729
343066927893591,Maestro,purchase,2024-03-23T23:45:00.000Z,COP,120672
36643115002086,VISA 13 digit,purchase,2024-03-10T00:24:00.000Z,COP,162854
347365373045623,VISA 16 digit,purchase,2024-03-28T12:22:00.000Z,COP,203576
213170172914164,Diners Club / Carte Blanche,purchase,2024-01-27T00:03:00.000Z,COP,168967
376017863165130,JCB 16 digit,purchase,2024-01-19T16:53:00.000Z,COP,183580
3509056550260618,VISA 13 digit,cash_advance,2024-01-14T01:53:00.000Z,USD,183350
30325218213440,JCB 16 digit,cash_advance,2024-01-23T21:34:00.000Z,MEX,142461
503831554210,JCB 15 digit,cash_advance,2024-01-08T10:33:00.000Z,COP,92008
3594923069703626,JCB 16 digit,purchase,2024-02-18T09:17:00.000Z,BRL,87999
3541944702822866,JCB 16 digit,purchase,2024-02-25T12:19:00.000Z,COP,99102
4124796019457,VISA 16 digit,purchase,2024-02-27T23:05:00.000Z,MEX,135698
3576283771528635,Mastercard,purchase,2024-02-27T13:22:00.000Z,MEX,99936
3588872647043088,VISA 16 digit,purchase,2024-02-25T23:40:00.000Z,USD,148655
2275378466396904,JCB 16 digit,purchase,2024-01-19T18:58:00.000Z,BRL,135362
6011767510672163,JCB 16 digit,purchase,2024-02-17T09:31:00.000Z,USD,147750
4661830192829853,VISA 16 digit,purchase,2024-02-12T20:14:00.000Z,USD,126862
213149819449057,VISA 16 digit,purchase,2024-03-10T04:46:00.000Z,COP,123507
4344043280351,Discover,purchase,2024-02-27T04:46:00.000Z,USD,205952
4643174508773,Mastercard,purchase,2024-03-17T16:46:00.000Z,USD,162675
4697762812980097,VISA 16 digit,purchase,2024-01-14T17:53:00.000Z,COP,204222
6011679746074686,Diners Club / Carte Blanche,purchase,2024-01-29T06:59:00.000Z,USD,129305
4711508572359,JCB 15 digit,purchase,2024-01-21T18:34:00.000Z,USD,65531
6567339315531065,Mastercard,purchase,2024-01-05T07:24:00.000Z,BRL,192895
675971862528,JCB 16 digit,purchase,2024-01-26T17:15:00.000Z,ARS,158583
5246797773982651,JCB 16 digit,purchase,2024-01-29T08:53:00.000Z,COP,155021
3566226006688676,VISA 13 digit,purchase,2024-03-30T02:48:00.000Z,BRL,86019
3542436366414212,JCB 15 digit,purchase,2024-02-24T17:57:00.000Z,COP,125485
213193890603588,Maestro,cash_advance,2024-02-11T21:28:00.000Z,BRL,149096
36934003382981,VISA 16 digit,purchase,2024-01-22T04:45:00.000Z,ARS,119581
6532929154380665,JCB 16 digit,purchase,2024-03-28T05:19:00.000Z,COP,100529
180075597279706,JCB 15 digit,purchase,2024-02-13T04:12:00.000Z,USD,138068
4253521936505206,Mastercard,cash_advance,2024-01-20T14:37:00.000Z,COP,161156
4605847356986203,Maestro,purchase,2024-01-17T05:01:00.000Z,BRL,183078
6011324749371454,American Express,purchase,2024-01-09T08:31:00.000Z,USD,111884
30278707914335,JCB 16 digit,purchase,2024-01-27T10:35:00.000Z,USD,178377
3572572208663674,JCB 16 digit,purchase,2024-03-18T16:08:00.000Z,USD,141778
2280670879746193,Maestro,purchase,2024-01-15T06:36:00.000Z,BRL,108348
4945427607165,JCB 15 digit,purchase,2024-03-27T07:41:00.000Z,USD,102009
4771536246221743,JCB 16 digit,purchase,2024-02-29T10:49:00.000Z,ARS,153987
4109055045129,Diners Club / Carte Blanche,purchase,2024-03-07T14:19:00.000Z,USD,171251
376008274676898,VISA 13 digit,purchase,2024-03-05T07:53:00.000Z,BRL,170870
30374679794142,VISA 16 digit,purchase,2024-01-06T12:52:00.000Z,BRL,110085
4394871299141705,VISA 16 digit,purchase,2024-03-23T01:38:00.000Z,COP,174439
6011171483810498,VISA 16 digit,cash_advance,2024-01-17T06:38:00.000Z,COP,90108
3503691209934647,Mastercard,purchase,2024-02-29T11:26:00.000Z,COP,158766
30473432369661,VISA 16 digit,purchase,2024-02-03T20:53:00.000Z,USD,124977
4671782807709582,Mastercard,purchase,2024-03-04T16:53:00.000Z,USD,85866
180044089236939,Maestro,purchase,2024-01-05T08:06:00.000Z,COP,170365
3526363159864199,Diners Club / Carte Blanche,purchase,2024-03-03T21:25:00.000Z,USD,181498
501823026346,JCB 16 digit,cash_advance,2024-02-28T16:42:00.000Z,COP,191647
4493602921087039998,VISA 13 digit,purchase,2024-03-02T02:53:00.000Z,USD,188705
36802798896152,Diners Club / Carte Blanche,cash_advance,2024-01-28T05:14:00.000Z,COP,126617
38074428390497,Mastercard,purchase,2024-03-28T06:22:00.000Z,MEX,151262
3583384793387975,Mastercard,purchase,2024-01-31T12:51:00.000Z,USD,129614
213119203332946,VISA 16 digit,purchase,2024-02-15T00:19:00.000Z,MEX,130072
4465115478549934066,JCB 15 digit,purchase,2024-03-22T00:25:00.000Z,COP,165526
3548146783211232,JCB 16 digit,purchase,2024-01-22T14:21:00.000Z,BRL,74573
4326562813357322,Discover,purchase,2024-03-19T09:25:00.000Z,BRL,164161
6518573654178092,VISA 16 digit,purchase,2024-02-29T20:53:00.000Z,COP,119404
675952217783,VISA 16 digit,purchase,2024-01-15T14:07:00.000Z,USD,214464
4627663390589414,JCB 15 digit,cash_advance,2024-01-04T09:21:00.000Z,BRL,92489
370771615298831,VISA 16 digit,purchase,2024-01-29T20:44:00.000Z,USD,102560
340936331706253,VISA 13 digit,purchase,2024-03-14T06:26:00.000Z,COP,109834
30164639442811,VISA 19 digit,cash_advance,2024-02-19T07:06:00.000Z,BRL,147117
2234962283280472,Maestro,purchase,2024-01-21T02:17:00.000Z,COP,160002
213162533751195,VISA 19 digit,purchase,2024-02-11T03:07:00.000Z,USD,130024
4407883421324575,Discover,purchase,2024-02-29T00:18:00.000Z,COP,186765
3541499008731436,JCB 16 digit,purchase,2024-03-28T07:04:00.000Z,COP,62378
340063309643382,American Express,purchase,2024-01-31T04:42:00.000Z,COP,138868
4326498377341099,Maestro,purchase,2024-02-12T16:25:00.000Z,COP,145617
30517153972978,VISA 16 digit,purchase,2024-03-20T12:25:00.000Z,USD,140487
180095310593464,VISA 16 digit,purchase,2024-01-22T20:03:00.000Z,BRL,148608
3550689172931709,VISA 13 digit,purchase,2024-03-28T07:39:00.000Z,USD,96275
503832797024,JCB 16 digit,cash_advance,2024-02-16T12:31:00.000Z,USD,94597
2250012466963822,VISA 19 digit,purchase,2024-03-04T09:58:00.000Z,MEX,246203
4171810345999043411,Maestro,purchase,2024-02-16T15:17:00.000Z,USD,200400
4194440878423363,JCB 15 digit,purchase,2024-03-26T07:33:00.000Z,COP,149870
4605017811578769,VISA 16 digit,purchase,2024-02-11T11:04:00.000Z,USD,168767
6506613991897758,Diners Club / Carte Blanche,purchase,2024-02-22T18:58:00.000Z,COP,138169
4279861782522537,Maestro,purchase,2024-01-03T13:34:00.000Z,COP,137421
213181311644133,Mastercard,purchase,2024-01-29T17:34:00.000Z,COP,163551
3534447442649382,VISA 16 digit,cash_advance,2024-02-17T12:05:00.000Z,COP,62880
3507715957528750,VISA 19 digit,purchase,2024-01-13T16:07:00.000Z,COP,60635
4932780212635,VISA 16 digit,purchase,2024-01-14T04:10:00.000Z,ARS,195128
2716115432326822,Discover,purchase,2024-03-21T17:19:00.000Z,BRL,135651
060466005018,Discover,purchase,2024-02-23T06:37:00.000Z,BRL,172606
4047969859948450,JCB 16 digit,cash_advance,2024-02-18T23:52:00.000Z,USD,169704
4505635894539878,VISA 16 digit,purchase,2024-02-25T17:31:00.000Z,USD,246342
4648897002008133,JCB 16 digit,purchase,2024-02-19T11:05:00.000Z,USD,137224
3568072126398947,VISA 13 digit,purchase,2024-01-01T03:34:00.000Z,USD,118470
4624985639355682342,VISA 16 digit,purchase,2024-01-16T11:58:00.000Z,BRL,172850
3557740094417344,VISA 13 digit,purchase,2024-03-23T12:54:00.000Z,USD,80871
344448324631213,JCB 16 digit,purchase,2024-02-18T23:48:00.000Z,BRL,188994
6011109265166895,JCB 16 digit,purchase,2024-02-05T23:01:00.000Z,MEX,100747
6011581106787487,American Express,purchase,2024-03-12T08:23:00.000Z,COP,68640
4366319550282259,JCB 15 digit,purchase,2024-01-04T04:27:00.000Z,COP,146248
4718802720898041088,VISA 19 digit,purchase,2024-01-13T08:36:00.000Z,COP,95756
4443542846984381,Discover,purchase,2024-01-10T20:24:00.000Z,USD,151832
4374331895276747878,JCB 16 digit,purchase,2024-02-26T15:49:00.000Z,MEX,134815
676315308533,VISA 16 digit,cash_advance,2024-01-26T13:57:00.000Z,COP,188266
639082268371,VISA 19 digit,purchase,2024-01-04T04:10:00.000Z,USD,130643
180023404108809,VISA 16 digit,purchase,2024-01-23T22:36:00.000Z,USD,186994
38723464122814,American Express,purchase,2024-02-02T08:39:00.000Z,BRL,206069
6546745371857531,VISA 13 digit,purchase,2024-01-09T10:42:00.000Z,USD,143887
180046611023933,Maestro,purchase,2024-01-25T13:45:00.000Z,COP,111267
4768648972428,American Express,purchase,2024-02-15T15:26:00.000Z,BRL,122709
2520513393864094,JCB 16 digit,purchase,2024-01-25T16:09:00.000Z,MEX,122957
4979072682715476817,VISA 16 digit,purchase,2024-02-24T03:21:00.000Z,BRL,119602
2298132524976253,JCB 16 digit,purchase,2024-03-07T02:14:00.000Z,MEX,130643
4446874925830857753,Diners Club / Carte Blanche,purchase,2024-01-27T22:18:00.000Z,ARS,219381
3554444032584710,VISA 16 digit,purchase,2024-02-09T03:42:00.000Z,COP,102854
4545564664077216316,Mastercard,purchase,2024-02-12T22:42:00.000Z,ARS,219484
6511408956375871,Maestro,purchase,2024-01-03T07:26:00.000Z,MEX,100401
502083139043,American Express,purchase,2024-02-25T21:54:00.000Z,USD,152369
6504513147786271,JCB 16 digit,purchase,2024-03-09T06:31:00.000Z,COP,96838
30491220583590,VISA 19 digit,purchase,2024-02-15T14:43:00.000Z,ARS,108076
30247629268997,JCB 15 digit,purchase,2024-01-19T14:32:00.000Z,USD,162914
180036949243576,Discover,purchase,2024-01-30T14:58:00.000Z,COP,196329
3500480827685945,VISA 16 digit,purchase,2024-02-06T06:29:00.000Z,USD,155242
3565605038596430,American Express,purchase,2024-02-09T04:26:00.000Z,ARS,211395
4667612924935468184,VISA 16 digit,purchase,2024-01-19T23:30:00.000Z,COP,135704
30570123510386,JCB 16 digit,purchase,2024-01-26T00:32:00.000Z,BRL,105103
6011881853955125,Diners Club / Carte Blanche,purchase,2024-02-15T08:16:00.000Z,USD,142987
